property_name,property_sub_name,facilities,nearby,advantages,price_details,link,tags
unitech the residences,"1, 2, 3, 4 bhk apartment in sector 33, gurgaon","['manicured garden', 'swimming pool', 'school', 'shopping centre', 'lawn tennis court', 'badminton court', 'jogging track', 'club house', '24/7 power backup']","['yaduvanshi shiksha niketan', 'sohna road', 'skyjumper trampoline park', 'raheja mall', 'orchid business park']","{'yaduvanshi shiksha niketan': '0.55 km', 'sohna road': '1.2 km', 'skyjumper trampoline park': '1.8 km', 'raheja mall': '2 km', 'orchid business park': '2 km', 'delhi gurgaon expressway': '3.2 km', 'medanta the medicity': '3.4 km', 'tau devilal sports complex': '4 km', 'huda metro station': '6.6 km', 'appu ghar': '7.5 km', 'sushant university': '9.9 km', 'the westin gurgaon': '10.6 km', 'indira gandhi international airport': '19.6 km'}","{'1 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '825 sq.ft.', 'price-range': '₹ 70 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,060 - 1,125 sq.ft.', 'price-range': '₹ 1 - 1.06 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,505 - 1,545 sq.ft.', 'price-range': '₹ 1.3 - 1.33 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,850 - 1,870 sq.ft.', 'price-range': 'price on request'}}",https://www.99acres.com/unitech-the-residences-sector-33-gurgaon-npxid-r508,"1, 2, 3, 4 bhk apartment in sector 33, gurgaon ['manicured garden', 'swimming pool', 'school', 'shopping centre', 'lawn tennis court', 'badminton court', 'jogging track', 'club house', '24/7 power backup'] ['yaduvanshi shiksha niketan', 'sohna road', 'skyjumper trampoline park', 'raheja mall', 'orchid business park'] {'yaduvanshi shiksha niketan': '0.55 km', 'sohna road': '1.2 km', 'skyjumper trampoline park': '1.8 km', 'raheja mall': '2 km', 'orchid business park': '2 km', 'delhi gurgaon expressway': '3.2 km', 'medanta the medicity': '3.4 km', 'tau devilal sports complex': '4 km', 'huda metro station': '6.6 km', 'appu ghar': '7.5 km', 'sushant university': '9.9 km', 'the westin gurgaon': '10.6 km', 'indira gandhi international airport': '19.6 km'} {'1 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '825 sq.ft.', 'price-range': '₹ 70 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,060 - 1,125 sq.ft.', 'price-range': '₹ 1 - 1.06 cr'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,505 - 1,545 sq.ft.', 'price-range': '₹ 1.3 - 1.33 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,850 - 1,870 sq.ft.', 'price-range': 'price on request'}}"
ild grand,"2, 3 bhk apartment in sector 37c, gurgaon","['manicured garden', 'swimming pool', 'school', 'salon', 'spa', 'grocery shop', 'billiards', 'lawn tennis court', 'basketball court']","['k.d. hospital', 'green field public school', 'the esplanade mall', 'dwarka expy, sector 88', 'sgt university']","{'k.d. hospital': '550 meter', 'green field public school': '750 meter', 'the esplanade mall': '1.4 km', 'dwarka expy, sector 88': '2.5 km', 'sgt university': '11.3 km', 'indira gandhi intl airport': '25.9 km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,310 sq.ft.', 'price-range': '₹ 91.48 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,280 - 1,820 sq.ft.', 'price-range': '₹ 89.38 l - 1.27 cr'}}",https://www.99acres.com/ild-grand-sector-37c-gurgaon-npxid-r2362,"2, 3 bhk apartment in sector 37c, gurgaon ['manicured garden', 'swimming pool', 'school', 'salon', 'spa', 'grocery shop', 'billiards', 'lawn tennis court', 'basketball court'] ['k.d. hospital', 'green field public school', 'the esplanade mall', 'dwarka expy, sector 88', 'sgt university'] {'k.d. hospital': '550 meter', 'green field public school': '750 meter', 'the esplanade mall': '1.4 km', 'dwarka expy, sector 88': '2.5 km', 'sgt university': '11.3 km', 'indira gandhi intl airport': '25.9 km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,310 sq.ft.', 'price-range': '₹ 91.48 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,280 - 1,820 sq.ft.', 'price-range': '₹ 89.38 l - 1.27 cr'}}"
signature global solera 2,"1, 2 bhk apartment in sector 107, gurgaon","['pergola', 'creche/day care', 'amphitheatre', 'community hall', 'badminton court', 'jogging track', '24x7 security', 'club house', '24/7 power backup']","['dwarka expressway', 'igi airport', 'delhi']","{'dwarka expressway': '2 minutes', 'igi airport': '10 minutes', 'delhi': '5 minutes'}","{'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '338.64 sq.ft.', 'price-range': '₹ 16.56 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '514.4 - 577.95 sq.ft.', 'price-range': '₹ 25.19 - 28.32 l'}}",https://www.99acres.com/signature-global-solera-2-sector-107-gurgaon-npxid-r276621,"1, 2 bhk apartment in sector 107, gurgaon ['pergola', 'creche/day care', 'amphitheatre', 'community hall', 'badminton court', 'jogging track', '24x7 security', 'club house', '24/7 power backup'] ['dwarka expressway', 'igi airport', 'delhi'] {'dwarka expressway': '2 minutes', 'igi airport': '10 minutes', 'delhi': '5 minutes'} {'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '338.64 sq.ft.', 'price-range': '₹ 16.56 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '514.4 - 577.95 sq.ft.', 'price-range': '₹ 25.19 - 28.32 l'}}"
signature global solera,"1, 2, 3 bhk apartment in sector 107, gurgaon","['jogging track', '24/7 power backup', 'gated community', 'gymnasium', '24/7 water supply', 'landscape garden', ""children's play area"", 'lift(s)', 'car parking']","['dwarka expressway', 'chirag hospital', ""colonel's central academy"", 'gurgaon dreamz mall', 'the northcap university']","{'dwarka expressway': '5.2 km', 'chirag hospital': '5.9 km', ""colonel's central academy"": '6.8 km', 'gurgaon dreamz mall': '6.9 km', 'the northcap university': '10.4 km', 'f9 go karting gurgaon': '10.9 km', 'skyjumper trampoline park gurgaon': '12.4 km', 'trident hotel gurgaon': '15.5 km', 'fun n food village': '15.9 km', 'dlf golf and country club': '17.4 km', 'indira gandhi international airport': '21.8 km'}","{'1 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '350 sq.ft.', 'price-range': '₹ 17 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '548 - 925 sq.ft.', 'price-range': '₹ 26.62 - 44.93 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '745 sq.ft.', 'price-range': '₹ 36.18 l'}}",https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159,"1, 2, 3 bhk apartment in sector 107, gurgaon ['jogging track', '24/7 power backup', 'gated community', 'gymnasium', '24/7 water supply', 'landscape garden', ""children's play area"", 'lift(s)', 'car parking'] ['dwarka expressway', 'chirag hospital', ""colonel's central academy"", 'gurgaon dreamz mall', 'the northcap university'] {'dwarka expressway': '5.2 km', 'chirag hospital': '5.9 km', ""colonel's central academy"": '6.8 km', 'gurgaon dreamz mall': '6.9 km', 'the northcap university': '10.4 km', 'f9 go karting gurgaon': '10.9 km', 'skyjumper trampoline park gurgaon': '12.4 km', 'trident hotel gurgaon': '15.5 km', 'fun n food village': '15.9 km', 'dlf golf and country club': '17.4 km', 'indira gandhi international airport': '21.8 km'} {'1 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '350 sq.ft.', 'price-range': '₹ 17 l'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '548 - 925 sq.ft.', 'price-range': '₹ 26.62 - 44.93 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '745 sq.ft.', 'price-range': '₹ 36.18 l'}}"
m3m woodshire,"2, 3, 4 bhk apartment in sector 107, gurgaon","['swimming pool', 'school', 'atm', 'aerobics centre', 'restaurant', 'skating rink', 'theatre', 'wi-fi connectivity', 'pool table']","['signum 107', 'the shikshiyan school', 'nora solomon medicenter', 'najafgarh jheel bird sanctuary', 'skylark cricket academy']","{'signum 107': '0.45 km', 'the shikshiyan school': '1.9 km', 'nora solomon medicenter': '2.9km', 'najafgarh jheel bird sanctuary': '3.6 km', 'skylark cricket academy': '3.8 km', 'indira gandhi international airport': '21.2km'}","{'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,366 - 1,536 sq.ft.', 'price-range': '₹ 76 - 85.46 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,943 - 2,361 sq.ft.', 'price-range': '₹ 1.61 - 1.76 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,746 sq.ft.', 'price-range': '₹ 1.69 cr'}}",https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746,"2, 3, 4 bhk apartment in sector 107, gurgaon ['swimming pool', 'school', 'atm', 'aerobics centre', 'restaurant', 'skating rink', 'theatre', 'wi-fi connectivity', 'pool table'] ['signum 107', 'the shikshiyan school', 'nora solomon medicenter', 'najafgarh jheel bird sanctuary', 'skylark cricket academy'] {'signum 107': '0.45 km', 'the shikshiyan school': '1.9 km', 'nora solomon medicenter': '2.9km', 'najafgarh jheel bird sanctuary': '3.6 km', 'skylark cricket academy': '3.8 km', 'indira gandhi international airport': '21.2km'} {'2 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,366 - 1,536 sq.ft.', 'price-range': '₹ 76 - 85.46 l'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,943 - 2,361 sq.ft.', 'price-range': '₹ 1.61 - 1.76 cr'}, '4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,746 sq.ft.', 'price-range': '₹ 1.69 cr'}}"
vatika india next plots,"land in sector 83, gurgaon","['swimming pool', 'medical centre', 'golf course', 'school', 'property staff', 'cafeteria', 'multipurpose court', 'vastu compliant', 'rain water harvesting']","['icici bank', 'delhi ajmer expressway', 'inxt high street', 'cricket academy', 'igrow montessori']","{'icici bank': 'close proximity', 'delhi ajmer expressway': 'located nearby', 'inxt high street': 'within reach', 'cricket academy': 'nearby', 'igrow montessori': '800 m away', 'hyatt regency': '1.7 km away', 'genesis hospital': '2.5 km away', 'miracles apollo cradle hospital': '2.8 km away', ""st. xavier's high school"": '3.8 km away', 'aarvy healthcare hospital': '5.5 km away', 'urusvati museum of folklore': '2.9 km away', 'nakhrola stadium': '4 km away', 'vardaan hospital': '6.5 km away', 'prakash hospital': '6.7 km away', 'aravali adventure hill': '8 km away'}","{'land': {'building_type': '', 'area_type': 'plot area', 'area': '2,160 - 4,500 sq.ft.', 'price-range': '₹ 2.28 - 4.75 cr'}}",https://www.99acres.com/vatika-india-next-plots-sector-83-gurgaon-npxid-r144209,"land in sector 83, gurgaon ['swimming pool', 'medical centre', 'golf course', 'school', 'property staff', 'cafeteria', 'multipurpose court', 'vastu compliant', 'rain water harvesting'] ['icici bank', 'delhi ajmer expressway', 'inxt high street', 'cricket academy', 'igrow montessori'] {'icici bank': 'close proximity', 'delhi ajmer expressway': 'located nearby', 'inxt high street': 'within reach', 'cricket academy': 'nearby', 'igrow montessori': '800 m away', 'hyatt regency': '1.7 km away', 'genesis hospital': '2.5 km away', 'miracles apollo cradle hospital': '2.8 km away', ""st. xavier's high school"": '3.8 km away', 'aarvy healthcare hospital': '5.5 km away', 'urusvati museum of folklore': '2.9 km away', 'nakhrola stadium': '4 km away', 'vardaan hospital': '6.5 km away', 'prakash hospital': '6.7 km away', 'aravali adventure hill': '8 km away'} {'land': {'building_type': '', 'area_type': 'plot area', 'area': '2,160 - 4,500 sq.ft.', 'price-range': '₹ 2.28 - 4.75 cr'}}"
mv buildcon precore city,"land in sohna, gurgaon","['multipurpose court', '24/7 power backup', '24/7 water supply', 'landscape garden', ""children's play area""]","['kdm public school, sohna', 'sohna road', 'civil hospital', 'sohna bus stand', 'gd goenka university']","{'kdm public school, sohna': '1.1 km', 'sohna road': '1.3 km', 'civil hospital': '1.7 km', 'sohna bus stand': '1.7 km', 'gd goenka university': '3.5 km', 'western peripheral expressway': '9.8 km', 'damdama lake': '11 km'}","{'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,800 - 3,060 sq.ft.', 'price-range': '₹ 1.06 - 1.81 cr'}}",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666,"land in sohna, gurgaon ['multipurpose court', '24/7 power backup', '24/7 water supply', 'landscape garden', ""children's play area""] ['kdm public school, sohna', 'sohna road', 'civil hospital', 'sohna bus stand', 'gd goenka university'] {'kdm public school, sohna': '1.1 km', 'sohna road': '1.3 km', 'civil hospital': '1.7 km', 'sohna bus stand': '1.7 km', 'gd goenka university': '3.5 km', 'western peripheral expressway': '9.8 km', 'damdama lake': '11 km'} {'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,800 - 3,060 sq.ft.', 'price-range': '₹ 1.06 - 1.81 cr'}}"
lion infra green valley,"land in sector-35 sohna, gurgaon","['terrace garden', 'cricket pitch', 'amphitheatre', 'badminton court', 'yoga/meditation area', 'sewage treatment plant', 'jogging track', 'rain water harvesting', '24x7 security']","['gd goenka world school', 'gd goenka university, gurugram', 'badshahpur sohna rd hwy, raghav vatika', 'vardaan hospital & trauma centre', 'discount department store']","{'gd goenka world school': '1.4 km', 'gd goenka university, gurugram': '1.6 km', 'badshahpur sohna rd hwy, raghav vatika': '3 km', 'vardaan hospital & trauma centre': '3.6 km', 'discount department store': '4.7 km', 'indira gandhi intl airport': '35.8 km'}","{'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,341 - 1,521 sq.ft.', 'price-range': '₹ 1.14 - 1.29 cr'}}",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089,"land in sector-35 sohna, gurgaon ['terrace garden', 'cricket pitch', 'amphitheatre', 'badminton court', 'yoga/meditation area', 'sewage treatment plant', 'jogging track', 'rain water harvesting', '24x7 security'] ['gd goenka world school', 'gd goenka university, gurugram', 'badshahpur sohna rd hwy, raghav vatika', 'vardaan hospital & trauma centre', 'discount department store'] {'gd goenka world school': '1.4 km', 'gd goenka university, gurugram': '1.6 km', 'badshahpur sohna rd hwy, raghav vatika': '3 km', 'vardaan hospital & trauma centre': '3.6 km', 'discount department store': '4.7 km', 'indira gandhi intl airport': '35.8 km'} {'land': {'building_type': '', 'area_type': 'plot area', 'area': '1,341 - 1,521 sq.ft.', 'price-range': '₹ 1.14 - 1.29 cr'}}"
orchid petals,"3, 5 bhk apartment in sector 49, gurgaon","['swimming pool', 'volley ball court', 'piped gas', 'water softener plant', 'wi-fi connectivity', 'property staff', 'shopping centre', 'lawn tennis court', 'multipurpose court']","['shiv mandir', 'hdfc bank', 'kinder care playschool', 'kangaroo kids preschool', 'sapphire mall']","{'shiv mandir': 'in close proximity', 'hdfc bank': 'in close proximity', 'kinder care playschool': 'in close proximity', 'kangaroo kids preschool': 'in close proximity', 'sapphire mall': 'in close proximity', 'omaxe city centre': 'in close proximity', 'bigbazaar': 'in close proximity', 'radisson hotel': '5minutes drive', 'sohna rd': '5 minutes drive', 'polaris hospital': '10 minutes drive', 'srs cinemas': '10 minutes drive', 'medanta hospital': '10 minutes drive', 'artemis hospital': '10 minutes drive'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,033 sq.ft.', 'price-range': '₹ 2.25 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,557 - 4,115.5 sq.ft.', 'price-range': '₹ 4.1 - 4.88 cr'}}",https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066,"3, 5 bhk apartment in sector 49, gurgaon ['swimming pool', 'volley ball court', 'piped gas', 'water softener plant', 'wi-fi connectivity', 'property staff', 'shopping centre', 'lawn tennis court', 'multipurpose court'] ['shiv mandir', 'hdfc bank', 'kinder care playschool', 'kangaroo kids preschool', 'sapphire mall'] {'shiv mandir': 'in close proximity', 'hdfc bank': 'in close proximity', 'kinder care playschool': 'in close proximity', 'kangaroo kids preschool': 'in close proximity', 'sapphire mall': 'in close proximity', 'omaxe city centre': 'in close proximity', 'bigbazaar': 'in close proximity', 'radisson hotel': '5minutes drive', 'sohna rd': '5 minutes drive', 'polaris hospital': '10 minutes drive', 'srs cinemas': '10 minutes drive', 'medanta hospital': '10 minutes drive', 'artemis hospital': '10 minutes drive'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,033 sq.ft.', 'price-range': '₹ 2.25 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '3,557 - 4,115.5 sq.ft.', 'price-range': '₹ 4.1 - 4.88 cr'}}"
bptp mansions park prime,"4 bhk apartment in sector 66, gurgaon","['swimming pool', 'high speed elevators', 'property staff', 'shopping centre', 'sun deck', 'cctv camera security', 'jogging track', '24x7 security', 'club house']","['shiksha bharti public school', 'vibgyor high school', 'gyan bharti public school', 'hub 66', 'keshav pharmacy']","{'shiksha bharti public school': '2.4 km', 'vibgyor high school': '1.9 km', 'gyan bharti public school': '1.2 km', 'hub 66': '1.6 km', 'keshav pharmacy': '1.2 km', 'apollo pharmacy': '0.9 km', 'diamond public school': '1.1 km', 'mother land public school': '1.1 km', 'hdfc bank': '0.95 km', 'axis bank': '1.4 km', 'govind hospital': '2.8 km', 'kamal hospital': '3 km', 'creative tennis academy': '1.2 km', 'shanti tennis academy': '0.17 km', 'lotus sports academy': '1 km'}","{'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,764 sq.ft.', 'price-range': '₹ 2.75 cr'}}",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800,"4 bhk apartment in sector 66, gurgaon ['swimming pool', 'high speed elevators', 'property staff', 'shopping centre', 'sun deck', 'cctv camera security', 'jogging track', '24x7 security', 'club house'] ['shiksha bharti public school', 'vibgyor high school', 'gyan bharti public school', 'hub 66', 'keshav pharmacy'] {'shiksha bharti public school': '2.4 km', 'vibgyor high school': '1.9 km', 'gyan bharti public school': '1.2 km', 'hub 66': '1.6 km', 'keshav pharmacy': '1.2 km', 'apollo pharmacy': '0.9 km', 'diamond public school': '1.1 km', 'mother land public school': '1.1 km', 'hdfc bank': '0.95 km', 'axis bank': '1.4 km', 'govind hospital': '2.8 km', 'kamal hospital': '3 km', 'creative tennis academy': '1.2 km', 'shanti tennis academy': '0.17 km', 'lotus sports academy': '1 km'} {'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,764 sq.ft.', 'price-range': '₹ 2.75 cr'}}"
emaar mgf palm terraces,"4 bhk apartment in sector 66, gurgaon","['swimming pool', 'golf course', 'school', 'restaurant', 'terrace garden', 'waiting lounge', 'jacuzzi', 'squash court', 'property staff']","['heritage school', 'isbm college', 'ektaa hospitals', 'sector 55-56 metro station', 'igi airport']","{'heritage school': '2 km', 'isbm college': '2 km', 'ektaa hospitals': '1.9 km', 'sector 55-56 metro station': '6.2 km', 'igi airport': '22.8 km'}","{'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,100 sq.ft.', 'price-range': '₹ 2.8 cr'}}",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816,"4 bhk apartment in sector 66, gurgaon ['swimming pool', 'golf course', 'school', 'restaurant', 'terrace garden', 'waiting lounge', 'jacuzzi', 'squash court', 'property staff'] ['heritage school', 'isbm college', 'ektaa hospitals', 'sector 55-56 metro station', 'igi airport'] {'heritage school': '2 km', 'isbm college': '2 km', 'ektaa hospitals': '1.9 km', 'sector 55-56 metro station': '6.2 km', 'igi airport': '22.8 km'} {'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '2,100 sq.ft.', 'price-range': '₹ 2.8 cr'}}"
optimal ultra luxury builder floors,"3, 4 bhk independent floor in south city 1, gurgaon","['visitors parking', 'piped gas', 'gated community', 'landscape garden', 'maintenance staff']","['huda city center', 'nh8']","{'huda city center': '0.5 km', 'nh8': '0.5 km'}","{'3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,200 - 1,500 sq.ft.', 'price-range': '₹ 1.75 - 2.4 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,200 - 2,900 sq.ft.', 'price-range': '₹ 3 - 4.4 cr'}}",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007,"3, 4 bhk independent floor in south city 1, gurgaon ['visitors parking', 'piped gas', 'gated community', 'landscape garden', 'maintenance staff'] ['huda city center', 'nh8'] {'huda city center': '0.5 km', 'nh8': '0.5 km'} {'3 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '1,200 - 1,500 sq.ft.', 'price-range': '₹ 1.75 - 2.4 cr'}, '4 bhk': {'building_type': 'independent floor', 'area_type': 'carpet area', 'area': '2,200 - 2,900 sq.ft.', 'price-range': '₹ 3 - 4.4 cr'}}"
salcon the verandas,"4, 5, 6 bhk apartment in sector 54, gurgaon","['concierge service', 'swimming pool', 'bar/chill-out lounge', 'salon', 'restaurant', 'spa', 'grocery shop', 'squash court', 'lawn tennis court']","['yes bank', 'axis bank', 'centrum plaza', 'shoppers stop', 'state bank of india']","{'yes bank': '350 meters', 'axis bank': '300 meters', 'centrum plaza': '1.0 kms', 'shoppers stop': '1.5 kms', 'state bank of india': '650 meters', 'suncity market': '1.1 kms', 'sanar international hospital': '1.7 kms', 'govt. model sanskriti primary school': '1.0 kms', 'cyber \u200b\u200bpark': '650 meters', 'iilm school of management': '1.3 kms', 'shree deep petrol pump': '3.1 kms', 'gurugram city bus depot': '1.2 kms', 'starbucks': '130 meters', 'central plaza mall': '2.1 kms', 'khatu shyam mandir': '4.7 kms'}","{'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,495 - 4,645 sq.ft.', 'price-range': '₹ 9.1 - 9.4 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '5,330 - 5,500 sq.ft.', 'price-range': '₹ 13 - 13.41 cr'}, '6 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '6,068 - 6,425 sq.ft.', 'price-range': '₹ 15 - 15.88 cr'}}",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644,"4, 5, 6 bhk apartment in sector 54, gurgaon ['concierge service', 'swimming pool', 'bar/chill-out lounge', 'salon', 'restaurant', 'spa', 'grocery shop', 'squash court', 'lawn tennis court'] ['yes bank', 'axis bank', 'centrum plaza', 'shoppers stop', 'state bank of india'] {'yes bank': '350 meters', 'axis bank': '300 meters', 'centrum plaza': '1.0 kms', 'shoppers stop': '1.5 kms', 'state bank of india': '650 meters', 'suncity market': '1.1 kms', 'sanar international hospital': '1.7 kms', 'govt. model sanskriti primary school': '1.0 kms', 'cyber \u200b\u200bpark': '650 meters', 'iilm school of management': '1.3 kms', 'shree deep petrol pump': '3.1 kms', 'gurugram city bus depot': '1.2 kms', 'starbucks': '130 meters', 'central plaza mall': '2.1 kms', 'khatu shyam mandir': '4.7 kms'} {'4 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '4,495 - 4,645 sq.ft.', 'price-range': '₹ 9.1 - 9.4 cr'}, '5 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '5,330 - 5,500 sq.ft.', 'price-range': '₹ 13 - 13.41 cr'}, '6 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '6,068 - 6,425 sq.ft.', 'price-range': '₹ 15 - 15.88 cr'}}"
bptp park generations,"3 bhk apartment in sector 37d, gurgaon","['doctor on call', 'manicured garden', 'automated car wash', 'clinic', 'car wash area', 'swimming pool', 'medical centre', 'school', 'volley ball court']","['suncity school', 'dwarka expressway', 'gurugram road', 'sunrise university', 'sethi hospital']","{'suncity school': '750 m', 'dwarka expressway': '1.6 km', 'gurugram road': '1.3 km', 'sunrise university': '2.7 km', 'sethi hospital': '5.2 km', 'gurgaon dreamz mall': '6.2 km', 'gurgaon railway station': '7.8 km', 'infinity business park': '9.1 km', 'indira gandhi international airport': '25 km', 'nehru stadium': '6.2 km'}","{'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,470 - 1,870 sq.ft.', 'price-range': '₹ 91.14 l - 1.16 cr'}}",https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243,"3 bhk apartment in sector 37d, gurgaon ['doctor on call', 'manicured garden', 'automated car wash', 'clinic', 'car wash area', 'swimming pool', 'medical centre', 'school', 'volley ball court'] ['suncity school', 'dwarka expressway', 'gurugram road', 'sunrise university', 'sethi hospital'] {'suncity school': '750 m', 'dwarka expressway': '1.6 km', 'gurugram road': '1.3 km', 'sunrise university': '2.7 km', 'sethi hospital': '5.2 km', 'gurgaon dreamz mall': '6.2 km', 'gurgaon railway station': '7.8 km', 'infinity business park': '9.1 km', 'indira gandhi international airport': '25 km', 'nehru stadium': '6.2 km'} {'3 bhk': {'building_type': 'apartment', 'area_type': 'super built-up area', 'area': '1,470 - 1,870 sq.ft.', 'price-range': '₹ 91.14 l - 1.16 cr'}}"
zara aavaas,"1, 2, 3 bhk apartment in sector 104, gurgaon","['swimming pool', 'reading lounge', 'card room', 'sauna', 'steam room', 'cafeteria', 'billiards', 'shopping centre', 'basketball court']","['mps world school', 'northern peripheral road', 'tomar hospital', 'huda mini golf course', 'f9 go karting gurgaon']","{'mps world school': '0.8 km', 'northern peripheral road': '3.3 km', 'tomar hospital': '3.5 km', 'huda mini golf course': '6.8 km', 'f9 go karting gurgaon': '6.9 km', ""oyster's water park"": '9.4 km', 'taj city centre hotel': '9.6 km', 'dpg institute of technology': '10.9 km', 'ardee mall': '11.4 km', 'indira gandhi international airport': '20.2 km'}","{'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '301.28 sq.ft.', 'price-range': 'price on request'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '497.98 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '763 sq.ft.', 'price-range': 'price on request'}}",https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643,"1, 2, 3 bhk apartment in sector 104, gurgaon ['swimming pool', 'reading lounge', 'card room', 'sauna', 'steam room', 'cafeteria', 'billiards', 'shopping centre', 'basketball court'] ['mps world school', 'northern peripheral road', 'tomar hospital', 'huda mini golf course', 'f9 go karting gurgaon'] {'mps world school': '0.8 km', 'northern peripheral road': '3.3 km', 'tomar hospital': '3.5 km', 'huda mini golf course': '6.8 km', 'f9 go karting gurgaon': '6.9 km', ""oyster's water park"": '9.4 km', 'taj city centre hotel': '9.6 km', 'dpg institute of technology': '10.9 km', 'ardee mall': '11.4 km', 'indira gandhi international airport': '20.2 km'} {'1 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '301.28 sq.ft.', 'price-range': 'price on request'}, '2 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '497.98 sq.ft.', 'price-range': 'price on request'}, '3 bhk': {'building_type': 'apartment', 'area_type': 'carpet area', 'area': '763 sq.ft.', 'price-range': 'price on request'}}"
